ID,Provider_id,Offer_name,Price,Product_type
5565,19,Aurrera 500M  Promo 12 Meses,44.9 €,A
5566,19,Duo 200 MB Promo 12 Meses ,39.9 €,B
5567,19,Duo 500 MB Promo 12 Meses ,44.9 €,B
5568,19,Aurrera Take Away 200M  Promo 12 Meses,39.9 €,C
5569,19,Aurrera Take Away 500M  Promo 12 Meses,44.9 €,C
5570,19,Osoa Take Away 200M  Promo 12 Meses,39.9 €,C
5571,19,Osoa Take Away 500M  Promo 12 Meses,44.9 €,A
5572,19,FAMILY Antivodafone Promo 12 Meses,39.9 €,B
5573,19,Antivodafone 3 productos  Promo 12 Meses,39.9 €,B
5574,19,Antivodafone 2 productos  Promo 12 Meses,39.9 €,C
5575,19,Antivodafone 4 productos  Promo 24 Meses,44.9 €,C
5601,19,Osoa Family Promo 6 Meses 500MB,24.9 €,C
5602,19,Osoa Promo 6 Meses 500MB,19.9 €,A
5626,19,Osoa Promo 12 Meses 200MB,39.9 €,B
5627,19,Osoa Promo 12 Meses 500MB,44.9 €,B
5576,20,Take Away 2 productos,29.9 €,C
5577,20, Take Away + 3 productos,34.9 €,C
5578,20,Family 4 productos,34.9 €,C
5579,20,Family + 4 productos ANTIVODAFONE,44.9 €,A
5580,21,borrar 3,19.9 €,B
5581,21,borrar 1,39.9 €,B
5582,21,borrar 2,24.9 €,C
5583,21,Combo 200 MB Promo 6 Meses,14.9 €,C
5584,21, Combo 200 MB Promo 12 Meses,39.9 €,C
5585,21,Combo 500 MB Promo 12 Meses,44.9 €,A
5586,21,Combo 500 MB Promo 6 Meses,19.9 €,B
5587,21,200 megas + plana 30GB Promo a 6 Meses,14.9 €,B
5588,21,500 megas + plana 30GB Promo a 6 Meses,19.9 €,C
5589,21,500 megas + plana 30GB Promo a 12 Meses,44.9 €,C
5590,21,200 megas + plana 30GB Promo a 12 Meses,39.9 €,C
5591,21,Llévalo todo Promo a 6 Meses 500MB + 30GB,24.9 €,A
5592,21,combo sen 200 MB ocio + plana 50GB Promo a 6 Meses,14.9 €,B
5593,21,combo sen 500 MB ocio + plana 50GB Promo a 6 Meses,19.9 €,B
5594,21,combo sen 200 MB ocio + plana 50GB Promo a 12 Meses,44.9 €,C
5595,21,combo sen 500 MB ocio + plana 50GB Promo a 12 Meses,49.9 €,C
5596,21,combo 200 MB + Ilim 6GB promo a 12 Meses,39.9 €,C
5597,21,combo 500 MB + 200 min 5GB promo a 12 Meses,44.9 €,A
5598,21,combo 200MB ocio + 2 x plana 10GB,60.0 €,B
5599,21,Combo 500MB ocio + 2 x plana 10GB Promo a 24 Meses,59.9 €,B
5600,21,Internet R 100 Megas promo a 12 Meses,29.0 €,C
5603,21,Llévalo todo Promo a 6 Meses 200MB + 30GB,19.9 €,C
5604,21,Combo 500 MB + 200 min 5GB promo a 6 Meses,19.9 €,C
5605,21,Combo 200MB + Ilim 6GB promo a 6 Meses,14.9 €,A
5606,21, Llévalo todo Promo a 6 Meses 200MB + 15GB,14.9 €,B
5607,21,Llévalo todo Promo a 6 Meses 500MB + 10GB,19.9 €,B
5608,21,Llévalo todo Promo a 12 Meses 200MB + 20GB,44.9 €,C
5609,21,Llévalo todo Promo a 12 Meses 500MB + 30GB,44.9 €,C
5610,21,Llévalo todo Promo a 12 Meses 200MB + 15GB,39.9 €,C
5611,21,Llévalo todo Promo a 12 Meses 500MB + 15GB,44.9 €,A
5612,21,Combo 200MB ocio + 2 X plana 10GB Promo a 24 Meses,54.9 €,B
5613,22,30GB ilimitadas erronea,19.9 €,B
5614,22,20GB ilimitadas,14.9 €,C
5615,22,10GB ilimitadas,10.9 €,C
5616,22,7GB ilimitadas,9.9 €,C
5617,22,5GB + 300 min,7.9 €,A
5618,22,Llamadas ilimitadas,6.9 €,B
5619,22,VOZ 100 minutos,3.9 €,B
5620,22,100 MB Finetwork (Antiguo),20.9 €,C
5621,22,300MB Finetwork,24.9 €,C
5622,22,600MB Finetwork,29.9 €,C
5623,22,30GB ilimitadas,19.9 €,A
5624,22,100 MB Finetwork,20.9 €,B
